nomem_encr,cntry.orig,gp.orig,origin,lang.r2,eco.d1,gov.d1,dem.d1,msg.d1,c.eco.d1,c.gov.d1,c.dem..d1,c.msg.d1,eco.posneg,dem.posneg,prl.d1,pol.d1,par.d1,led.d1,c.prl.d1,c.pol.d1,c.par.d1,c.led.d1,polintrst,d.ethnic,d.national,d.relig,d.lang,d.origin,d.age,d.gender,d.sex,d.disable,o.ethnic,o.national,o.relig,o.lang,o.orig,o.age,o.gender,o.sex,o.disable,o.other,conflict,opposition,identity,blend,language,scndlang,lang.job,lang.job.na,lang.friends,lang.friends.na,lang.home,lang.home.na,lang.mother,lang.mother.na,lang.father,lang.father.na,write.d,read.d,speak.d,listen.d,language2,write2,read2,speak2,listen2,cntry.orig2,eco.d2,gov.d2,dem.d2,msg.d2,c.eco.d2,c.gov.d2,c.dem.d2,c.msg.d2,eco.posneg2,dem.posneg2,prl.d2,pol.d2,par.d2,led.d2,c.prl.d2,c.pol.d2,c.par.d2,c.led.d2,polintrst2,d.ethnic2,d.national2,d.relig2,d.lang2,d.orig2,d.age2,d.gender2,d.sex2,d.disable2,o2.ethnic,o2.national,o2.relig,o2.lang,o2.orig,o2.age,o2.gender,o2.sex,o2.disable,o2.other,conflict2,opposition2,identity2,blend2,eco.o,gov.o,dem.o,msg.o,c.eco.o,c.gov.o,c.dem.o,c.msg.o,eco.posneg3,dem.posneg3,trst.parl3,trst.police3,trst.polpar3,trst.leader3,c.prl.o,c.pol.o,c.par.o,c.led.o,polintrst3,d.ethnic3,d.national3,d.relig3,d.lang3,d.orig3,d.age3,d.gender3,d.sex3,d.disable3,o.ethnic3,o.national3,o.relig3,o.lang3,o.origin3,o.age3,o.gender3,o.sex3,o.disable3,o.other3,conflict3,opposition3,identity3,blend3,Round,d.other,d.other2,d.other3,r2r3,gp2
889892,"Turkey, first or second generation","Second generation non-Dutch, non-western origins",,Turkish,4,4,6,5,8,7,3,6,4,6,4,6,4,5,7,4,6,6,4,2,1,2,1,2,2,2,2,2,,2,,2,,,,,,,7,4,7,9,Turkish,,Dutch,,"Other language, namely…",Nederlands en Turks,"Other language, namely…",Nederlands en Turks,Turkish,,Turkish,,6,6,7,8,Turks,6,6,5,6,"Turkey, first or second generation",3,4,6,5,7,5,3,6,4,7,4,7,3,4,8,4,7,6,4,2,1,1,2,2,2,2,2,2,,3,4,,,,,,,,7,4,7,8,4,4,6,4,7,7,7,6,4,4,4,6,4,4,7,5,8,6,4,2,1,1,2,2,2,2,2,2,,3,4,,,,,,,,4,4,7,9,1,,,,R2R3,Other
889895,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,0,0,1,1,9,9,7,2,5,5,4,6,0,5,10,6,10,5,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,5,5,10,10,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
890356,The Netherlands,autochthonous origins,,Dutch,5,4,6,7,7,7,7,3,4,4,3,6,2,4,5,6,5,7,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,9,9,9,,,,,,The Netherlands,4,5,5,7,7,8,5,7,5,4,3,6,3,3,7,6,8,8,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,4,4,4,5,7,7,7,6,5,5,4,6,4,4,7,6,7,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
890405,The Netherlands,autochthonous origins,,,1,5,7,5,8,10,5,6,3,5,5,4,4,6,5,8,7,8,2,2,2,2,2,2,1,2,2,2,,,,,,5,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,"Other language, namely…",Babylonisch,Dutch,,8,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
890429,"Turkey, first or second generation","First generation non-Dutch, non-western origins",,Turkish,0,2,4,10,6,7,8,8,6,3,4,2,3,3,10,10,10,10,2,2,1,1,1,1,1,2,2,1,,5,4,5,5,4,,,5,,0,7,0,6,Turkish,,Dutch,,Dutch,,Dutch,,Turkish,,Turkish,,6,6,7,7,Turks,7,7,7,7,"Turkey, first or second generation",3,0,4,3,10,8,7,8,3,0,0,0,0,0,0,1,1,8,3,1,1,1,1,1,1,2,2,2,5,5,5,5,5,5,,,,,6,6,0,5,6,7,5,4,5,5,10,10,8,8,0,0,0,0,9,9,8,7,3,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,4,,8,8,6,5,1,,,,R2R3,Other
890454,"Morocco, first or second generation","First generation non-Dutch, non-western origins",,,1,3,3,2,7,6,7,7,4,5,5,4,5,5,6,6,6,5,3,1,1,1,1,1,2,2,2,2,3,4,4,2,5,,,,,,5,3,4,5,Berber,,Dutch,,Dutch,,Arab,,Berber,,Berber,,5,6,6,7,Berbers,3,3,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
890527,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,,4,4,4,5,8,7,7,5,5,5,5,5,5,5,6,7,7,7,5,2,2,2,2,2,1,2,2,1,,,,,,4,,,5,,4,5,5,8,"Other language, namely…",Spaans,Dutch,,"Other language, namely…",spaans,Dutch,,"Other language, namely…",spaans,13,,7,10,8,10,spaans,9,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
890606,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,2,5,5,6,7,8,6,6,5,6,3,3,3,3,7,7,6,6,3,2,2,2,2,2,1,2,2,2,,,,,,3,,,,,1,7,10,5,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
890618,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,English,5,4,4,3,10,9,9,5,0,1,3,1,1,1,9,10,9,10,4,1,1,2,1,1,1,2,2,2,2,4,,4,2,4,,,,,8,7,5,10,English,,Dutch,,Dutch,,Dutch,,English,,English,,6,7,7,8,Engels,10,10,10,10,"Other Western origin, first or second generation",3,4,6,1,10,8,9,0,1,2,2,2,2,0,8,4,8,5,4,2,1,2,2,2,1,2,2,1,,3,,,,5,,,5,,2,4,5,10,1,2,3,0,8,8,7,0,2,3,3,4,4,0,8,6,7,5,4,2,2,2,1,1,1,2,2,1,,,,4,3,5,,,5,,4,7,7,8,1,,,,R2R3,Other
890716,"Netherlands Antilles, first or second generation","First generation non-Dutch, non-western origins",,English,7,7,7,8,4,6,6,7,6,5,6,5,5,5,5,5,6,5,4,1,2,2,1,1,2,2,2,1,4,,,4,4,,,,2,,5,5,6,5,English,,Dutch,,Dutch,,English,,"Other language, namely…",Spaans,English,,8,8,8,8,Engels,9,9,9,9,"Netherlands Antilles, first or second generation",7,6,7,7,4,5,6,8,7,4,4,5,4,5,6,5,5,7,4,1,1,1,1,2,1,2,1,2,3,4,3,4,,4,,3,,,5,6,4,5,6,5,7,6,3,5,4,4,3,5,5,5,4,5,7,6,6,5,4,1,1,1,1,2,1,2,1,2,3,4,4,4,,3,,3,,,5,3,5,5,1,,,,R2R3,Other
890899,The Netherlands,autochthonous origins,,Dutch,3,5,7,7,7,3,3,3,6,8,8,8,6,7,7,2,7,3,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,6,7,8,7,6,7,1,3,5,8,7,9,4,6,2,2,7,3,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,7,7,8,7,3,2,1,2,7,8,7,8,7,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
890930,"Turkey, first or second generation","Second generation non-Dutch, non-western origins",,,5,6,6,6,3,5,4,4,5,5,5,7,6,7,6,6,7,5,3,2,2,1,1,2,2,2,2,2,,,2,2,,,,,,,1,4,3,4,Turkish,,Dutch,,Turkish,,Turkish,,Turkish,,Turkish,,10,10,10,10,Turks,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
890957,The Netherlands,autochthonous origins,,,3,7,7,4,6,3,3,7,5,5,7,7,7,7,7,6,3,5,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,English,,Dutch,,Dutch,,10,10,10,10,Engels,7,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
891046,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,English,3,5,6,8,6,7,6,5,5,5,6,8,6,5,6,5,7,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,7,8,6,English,,13,,"Other language, namely…",Nederlands en/of Engels,English,,13,,13,,2,8,8,8,Engels,10,10,10,10,"Other Western origin, first or second generation",5,5,4,4,7,7,7,8,7,7,7,7,7,7,7,5,7,8,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,9,7,5,4,7,7,5,7,7,7,4,5,5,7,8,7,5,7,5,7,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,5,5,5,1,,,,R2R3,Other
891113,The Netherlands,autochthonous origins,,Dutch,2,3,5,5,7,7,5,5,5,5,5,8,3,3,5,7,9,9,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,8,8,8,9,,,,,,The Netherlands,2,6,8,5,8,4,9,8,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
891183,"Indonesia, first or second generation","Second generation non-Dutch, western origins",Autochthonous,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
891217,The Netherlands,autochthonous origins,,Dutch,3,3,3,5,7,7,10,7,5,5,2,7,2,2,10,7,10,10,3,2,2,2,2,1,2,2,2,2,,,,,2,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,3,5,6,6,7,7,8,7,5,5,3,8,3,5,9,6,8,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,4,4,7,5,7,7,7,5,5,5,4,8,3,5,7,5,8,5,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
891253,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,0,0,0,0,10,10,10,10,0,0,0,0,0,0,10,10,10,10,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,6,0,10,10,0,Dutch,,Dutch,,Dutch,,Dutch,,13,,13,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,op basis van financele afkomst armoe,,,R1,
891479,The Netherlands,autochthonous origins,,Dutch,3,3,3,3,7,7,7,7,3,4,3,5,4,4,7,7,7,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Turkish,,Dutch,,Dutch,,Turkish,,Turkish,,13,,8,7,8,8,Turks,0,0,7,8,The Netherlands,1,3,3,4,8,7,7,7,4,4,4,5,4,4,6,5,7,8,3,2,2,1,1,2,2,2,2,2,,,3,3,,,,,,,,,,,3,3,3,3,7,7,7,7,5,5,4,5,4,4,7,7,7,7,3,2,2,1,1,2,2,2,2,2,,,3,3,,,,,,,,,,,1,,,,R2R3,Dutch
891494,"Indonesia, first or second generation","Second generation non-Dutch, western origins",,,1,1,4,5,8,9,8,5,5,5,1,7,9,5,9,8,9,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,6,5,5,5,"Other language, namely…",mengeling van nederlands en bahasa indonesia,Dutch,,Dutch,,"Other language, namely…","nedelands, grieks, bahasa indonesia","Other language, namely…",mengeling van nederlands en bahasa indonesia,13,,10,10,10,10,mengeling van nederl,7,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
891595,The Netherlands,autochthonous origins,,Dutch,7,6,5,8,7,8,5,6,5,5,5,10,7,5,5,7,6,5,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,5,7,6,3,7,5,5,7,5,6,5,8,4,5,3,7,5,5,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,5,5,5,4,6,7,7,5,5,5,5,8,4,5,6,7,8,6,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
891638,"Morocco, first or second generation","First generation non-Dutch, non-western origins",,,2,1,2,0,9,8,8,10,1,2,1,2,2,1,8,9,10,9,3,2,1,2,1,1,2,2,2,2,,3,,3,3,,,,,,5,1,2,2,Berber,,Dutch,,Arab,,Dutch,,Arab,,Arab,,1,5,2,5,Berbers,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
891647,The Netherlands,autochthonous origins,,,4,3,6,5,7,8,5,5,4,5,4,7,5,3,7,6,7,8,3,2,2,2,2,2,1,2,2,2,,,,,,3,,,,,,,,,Dutch,,13,,Dutch,,Dutch,,13,,13,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
891757,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,,3,3,3,2,9,9,9,9,4,5,5,7,4,5,9,5,8,9,2,2,1,2,1,1,2,2,2,2,,4,,3,3,,,,,,6,8,0,4,"Other language, namely…",Pools,English,,English,,"Other language, namely…",Pools,"Other language, namely…",Pools,"Other language, namely…",Pools,1,5,5,5,Pools,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
891864,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,,5,5,5,5,10,7,7,7,4,4,5,6,4,5,7,6,10,7,3,2,1,2,1,1,2,1,2,2,,4,,3,4,,4,,,,5,10,1,5,"Other language, namely…",Pools,Dutch,,Dutch,,"Other language, namely…",Pools,"Other language, namely…",Pools,"Other language, namely…",Pools,9,10,9,9,Pools,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892034,"Netherlands Antilles, first or second generation","Second generation non-Dutch, non-western origins",,Papiamento: spoken on Curaçao,3,4,5,7,9,10,10,6,5,5,5,5,5,5,5,6,8,8,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,5,5,5,2,Papiamento,,Dutch,,Dutch,,Papiamento,,Papiamento,,Papiamento,,4,9,9,10,Papiamento,5,6,8,10,"Netherlands Antilles, first or second generation",3,4,7,2,10,4,3,5,7,7,6,5,5,5,5,5,5,5,4,2,2,2,2,2,1,2,2,2,,,,,,1,,,,,6,5,5,5,5,6,5,3,10,9,9,8,5,5,5,5,5,7,9,8,7,6,4,2,2,2,2,2,1,2,2,2,,,,,,1,,,,,6,5,5,5,1,,,,R2R3,Other
892098,The Netherlands,autochthonous origins,,Dutch,4,3,3,4,7,7,6,6,4,4,3,5,3,4,4,8,7,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,7,9,9,9,,,,,,The Netherlands,1,3,3,5,6,6,5,6,4,5,5,6,4,3,7,7,6,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,4,3,5,5,6,6,5,5,5,5,4,6,4,4,6,7,7,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
892138,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,6,7,7,6,1,0,0,2,7,7,8,9,5,5,4,1,5,1,4,2,2,2,2,2,1,2,2,2,,,,,,1,,,,,0,5,10,0,Dutch,,Dutch,,"Other language, namely…",Kerkraads dialect.,"Other language, namely…",Kerkraads dialect.,13,,13,,7,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892160,"Netherlands Antilles, first or second generation","First generation non-Dutch, non-western origins",,Papiamento: spoken on Curaçao,6,6,7,7,8,8,7,8,6,7,7,7,6,5,6,4,6,6,4,2,1,2,2,1,1,2,2,2,,3,,,3,3,,,,,5,5,5,5,Papiamento,,Dutch,,Dutch,,Papiamento,,Papiamento,,Papiamento,,7,8,7,7,Papiamento,8,9,10,10,"Netherlands Antilles, first or second generation",6,7,8,7,8,8,7,7,5,5,7,8,7,7,8,7,7,7,4,2,2,2,1,1,1,2,2,2,,,,3,3,3,,,,,8,5,5,5,7,6,8,7,7,7,7,7,5,5,5,8,5,5,7,6,7,7,4,2,2,2,1,1,1,2,2,2,,,,3,3,3,,,,,5,5,5,5,1,,,,R2R3,Other
892178,The Netherlands,autochthonous origins,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,2,1,2,2,2,2,,,,,1,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,8,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892227,"Other non-Western origin, first or second generation","First generation non-Dutch, non-western origins",,,5,10,10,0,5,9,1,6,8,7,2,10,4,0,5,4,10,10,2,1,1,2,1,1,1,2,2,2,3,3,,3,3,2,,,,,3,6,9,10,"Other language, namely…",Perzisch,Dutch,,"Other language, namely…",Perzisch / Nederlands,"Other language, namely…",Perzisch / Nederlands,"Other language, namely…",Perzisch,"Other language, namely…",Perzisch,8,10,9,10,Perzisch,3,7,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892300,"Other non-Western origin, first or second generation","Second generation non-Dutch, non-western origins",,,3,5,5,5,7,7,3,7,2,3,4,8,4,5,6,3,8,5,2,2,2,2,2,2,1,1,2,2,,,,,,3,3,,,,0,10,10,0,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892333,,,,,5,2,4,4,6,6,6,6,5,5,6,5,5,5,5,6,6,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,"Other language, namely…",dialect,"Other language, namely…",dialect,"Other language, namely…",dialect,"Other language, namely…",dialect,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892407,"Morocco, first or second generation","Second generation non-Dutch, non-western origins",,,5,5,7,3,9,6,6,8,7,5,4,4,4,6,7,7,7,7,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,6,7,5,6,Berber,,Dutch,,Dutch,,Dutch,,Dutch,,Berber,,4,5,5,9,Berbers,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892523,"Indonesia, first or second generation","Second generation non-Dutch, western origins",,,5,5,5,5,7,8,8,8,5,5,5,8,5,5,8,8,8,8,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,5,9,0,"Other language, namely…",maleis,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,maleis,4,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892633,"South Africa, first or second generation","Second generation non-Dutch, non-western origins",Autochthonous,,4,6,8,7,7,7,5,5,5,7,8,8,7,8,4,5,6,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892648,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,6,7,8,2,7,5,3,9,5,5,8,9,8,4,2,3,5,9,1,2,2,2,2,1,1,2,2,2,,,,,2,2,,,,,5,5,7,3,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,"Other language, namely…",Grieks,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892797,The Netherlands,autochthonous origins,,,4,5,6,7,6,7,6,6,6,5,5,7,5,5,6,8,6,8,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892800,The Netherlands,autochthonous origins,,Dutch,4,4,5,4,9,8,8,6,4,4,5,7,5,5,6,4,4,4,4,2,2,2,2,2,1,1,2,2,,,,,,3,3,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,5,5,4,4,8,5,5,5,5,5,3,8,8,3,7,6,4,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,6,5,5,5,7,5,5,4,5,5,4,8,5,4,5,5,6,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
892877,"Other non-Western origin, first or second generation","First generation non-Dutch, non-western origins",,,5,5,5,5,6,6,6,0,5,6,5,6,6,0,6,6,10,10,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,7,6,6,0,"Other language, namely…",Afghaans,Dutch,,Dutch,,"Other language, namely…",Afghans,"Other language, namely…",Afghans,"Other language, namely…",Afghans,5,6,5,5,Afghans,5,5,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892904,The Netherlands,autochthonous origins,,,5,6,6,6,5,4,6,5,4,5,5,7,4,5,4,5,7,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,8,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892950,The Netherlands,autochthonous origins,,Dutch,3,1,3,5,9,10,8,5,2,2,2,5,1,1,8,5,9,9,2,2,2,2,2,2,1,2,2,2,,,,,,5,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,10,10,10,,,,,,The Netherlands,1,0,1,5,8,10,8,5,3,3,2,6,1,1,8,5,8,8,2,2,2,2,2,2,1,2,2,2,,,,,,4,,,,,,,,,1,1,3,5,8,8,8,5,2,2,1,5,2,1,8,5,8,9,2,2,2,2,2,2,1,2,2,2,,,,,,3,,,,,,,,,1,,,,R2R3,Dutch
892977,"Indonesia, first or second generation","Second generation non-Dutch, western origins",Autochthonous,,4,0,0,5,10,10,10,5,2,2,0,3,0,0,10,9,10,10,5,2,2,1,2,2,2,2,2,2,,,4,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,13,,13,,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
892993,The Netherlands,autochthonous origins,,Dutch,1,4,8,8,5,4,3,5,7,8,6,9,6,5,5,6,5,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,9,9,9,,,,,,The Netherlands,2,5,9,6,7,7,4,5,5,8,7,9,5,5,6,5,5,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,6,7,6,7,7,5,5,5,5,5,9,5,5,6,5,6,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
893023,"Suriname, first or second generation","Second generation non-Dutch, non-western origins",,,5,6,6,6,8,7,8,6,4,4,6,3,6,5,6,9,9,8,3,1,2,2,2,1,2,2,2,2,4,,,,4,,,,,,5,6,7,7,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,7,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
